Y,20181214,LOWEST
ALLE,20181214,LOWEST
AGN,20181214,LOWEST
ALE,20181214,LOWEST
ADS,20181214,LOWEST
LNT,20181214,LOWEST
ALSN,20181214,LOWEST
ALL,20181214,LOWEST
ALLY,20181214,LOWEST
ATUS,20181214,LOWEST
MO,20181214,LOWEST
ACH,20181214,LOWEST
ABEV,20181214,LOWEST
AEE,20181214,LOWEST
AMOV,20181214,LOWEST
AMX,20181214,LOWEST
ACC,20181214,LOWEST
AEP,20181214,LOWEST
AXP,20181214,LOWEST
AFG,20181214,LOWEST
AMH,20181214,LOWEST
AIG,20181214,LOWEST
AMT,20181214,LOWEST
AWK,20181214,LOWEST
APU,20181214,LOWEST
AMP,20181214,LOWEST
ABC,20181214,LOWEST
APH,20181214,LOWEST
AME,20181214,LOWEST
APC,20181214,LOWEST
ANDV,20181214,LOWEST
ANDX,20181214,LOWEST
AU,20181214,LOWEST
BUD,20181214,LOWEST
NLY,20181214,LOWEST
AMGP,20181214,LOWEST
AM,20181214,LOWEST
AR,20181214,LOWEST
ANTM,20181214,LOWEST
ANTX,20181214,LOWEST
AON,20181214,LOWEST
APA,20181214,LOWEST
AIV,20181214,LOWEST
APO,20181214,LOWEST
APLE,20181214,LOWEST
ATR,20181214,LOWEST
APTV,20181214,LOWEST
WTR,20181214,LOWEST
ARMK,20181214,LOWEST
MT,20181214,LOWEST
ADM,20181214,LOWEST
ARNC,20181214,LOWEST
ARD,20181214,LOWEST
ARES,20181214,LOWEST
ANET,20181214,LOWEST
ARW,20181214,LOWEST
AJG,20181214,LOWEST
ASH,20181214,LOWEST
ASB,20181214,LOWEST
AIZ,20181214,LOWEST
AGO,20181214,LOWEST
AZN,20181214,LOWEST
T,20181214,LOWEST
ATH,20181214,LOWEST
ATO,20181214,LOWEST
AUO,20181214,LOWEST
ATHM,20181214,LOWEST
ALV,20181214,LOWEST
AN,20181214,LOWEST
AZO,20181214,LOWEST
AVB,20181214,LOWEST
AGR,20181214,LOWEST
AVY,20181214,LOWEST
AVT,20181214,LOWEST
AXTA,20181214,LOWEST
AXS,20181214,LOWEST
BHGE,20181214,LOWEST
BLL,20181214,LOWEST
BBVA,20181214,LOWEST
BBD,20181214,LOWEST
BBDO,20181214,LOWEST
BCH,20181214,LOWEST
BSBR,20181214,LOWEST
BSAC,20181214,LOWEST
SAN,20181214,LOWEST
CIB,20181214,LOWEST
BAC,20181214,LOWEST
BOH,20181214,LOWEST
BMO,20181214,LOWEST
BK,20181214,LOWEST
BNS,20181214,LOWEST
BKU,20181214,LOWEST
BCS,20181214,LOWEST
ABX,20181214,LOWEST
BAX,20181214,LOWEST
BBT,20181214,LOWEST
BFR,20181214,LOWEST
BCE,20181214,LOWEST
BDX,20181214,LOWEST
BDC,20181214,LOWEST
BMS,20181214,LOWEST
BERY,20181214,LOWEST
BBY,20181214,LOWEST
BHP,20181214,LOWEST
BBL,20181214,LOWEST
BIO,20181214,LOWEST
BKI,20181214,LOWEST
BSM,20181214,LOWEST
BB,20181214,LOWEST
BLK,20181214,LOWEST
BA,20181214,LOWEST
BAH,20181214,LOWEST
BWA,20181214,LOWEST
BXP,20181214,LOWEST
BSX,20181214,LOWEST
BYD,20181214,LOWEST
BP,20181214,LOWEST
BAK,20181214,LOWEST
BRFS,20181214,LOWEST
BFAM,20181214,LOWEST
BCO,20181214,LOWEST
BMY,20181214,LOWEST
BTI,20181214,LOWEST
BRX,20181214,LOWEST
BR,20181214,LOWEST
BAM,20181214,LOWEST
BIP,20181214,LOWEST
BEP,20181214,LOWEST
BRO,20181214,LOWEST
BC,20181214,LOWEST
BT,20181214,LOWEST
BPL,20181214,LOWEST
BG,20181214,LOWEST
BURL,20181214,LOWEST
BWXT,20181214,LOWEST
BCR,20181214,LOWEST
CABO,20181214,LOWEST
CBT,20181214,LOWEST
COG,20181214,LOWEST
CAE,20181214,LOWEST
CAA,20181214,LOWEST
CPN,20181214,LOWEST
CPT,20181214,LOWEST
CCJ,20181214,LOWEST
CPB,20181214,LOWEST
CWH,20181214,LOWEST
CM,20181214,LOWEST
CNI,20181214,LOWEST
CNQ,20181214,LOWEST
CP,20181214,LOWEST
CAJ,20181214,LOWEST
CMD,20181214,LOWEST
COF,20181214,LOWEST
CAH,20181214,LOWEST
CSL,20181214,LOWEST
KMX,20181214,LOWEST
